-3.99 0 0
-3.97 0 0
-3.95 0 0
-3.93 0 0
-3.91 0 0
-3.89 0 0
-3.87 0 0
-3.85 0 0
-3.83 0 0
-3.81 0 0
-3.79 0 0
-3.77 0 0
-3.75 0 0
-3.73 0 0
-3.71 0 0
-3.69 0 0
-3.67 0 0
-3.65 0 0
-3.63 0 0
-3.61 0 0
-3.59 0 0
-3.57 0 0
-3.55 0 0
-3.53 0 0
-3.51 0 0
-3.49 0 0
-3.47 0 0
-3.45 0 0
-3.43 0 0
-3.41 0 0
-3.39 0 0
-3.37 0 0
-3.35 0 0
-3.33 0 0
-3.31 0 0
-3.29 0 0
-3.27 0 0
-3.25 0 0
-3.23 0 0
-3.21 0 0
-3.19 0 0
-3.17 0 0
-3.15 0 0
-3.13 0 0
-3.11 0 0
-3.09 0 0
-3.07 0 0
-3.05 0 0
-3.03 0 0
-3.01 0 0
-2.99 0 0
-2.97 0 0
-2.95 0 0
-2.93 0 0
-2.91 0 0
-2.89 0 0
-2.87 0 0
-2.85 0 0
-2.83 0 0
-2.81 0 0
-2.79 0 0
-2.77 1.02459e-05 9.98647e-06
-2.75 0 0
-2.73 1.02459e-05 9.98647e-06
-2.71 0 0
-2.69 1.02459e-05 9.98647e-06
-2.67 0 0
-2.65 0 0
-2.63 0 0
-2.61 0 0
-2.59 0 0
-2.57 3.07377e-05 1.63614e-05
-2.55 4.09836e-05 2.33643e-05
-2.53 1.02459e-05 9.98647e-06
-2.51 1.02459e-05 9.98647e-06
-2.49 3.07377e-05 2.18553e-05
-2.47 3.07377e-05 1.63614e-05
-2.45 2.04918e-05 1.37463e-05
-2.43 4.09836e-05 2.33643e-05
-2.41 7.17213e-05 2.99594e-05
-2.39 3.07377e-05 1.63614e-05
-2.37 0.000102459 3.07377e-05
-2.35 0.000133197 4.41288e-05
-2.33 0.000215164 5.51283e-05
-2.31 0.00017418 4.64468e-05
-2.29 0.000317623 6.55658e-05
-2.27 0.000522541 7.16847e-05
-2.25 0.000471311 8.4614e-05
-2.23 0.000788934 0.000139942
-2.21 0.000665984 9.70661e-05
-2.19 0.000860656 8.88503e-05
-2.17 0.000952869 0.00010274
-2.15 0.00152664 0.000186394
-2.13 0.00179303 0.000117605
-2.11 0.00202869 0.000193265
-2.09 0.00232582 0.000181138
-2.07 0.00324795 0.000305759
-2.05 0.00338115 0.000340898
-2.03 0.00438525 0.000309894
-2.01 0.00566598 0.000358833
-1.99 0.00683402 0.000435005
-1.97 0.00755123 0.000318868
-1.95 0.00904713 0.00037959
-1.93 0.0103074 0.000409093
-1.91 0.0122439 0.000498771
-1.89 0.0145492 0.00048232
-1.87 0.016332 0.000545271
-1.85 0.0184939 0.000520805
-1.83 0.0219262 0.000659887
-1.81 0.024252 0.000787706
-1.79 0.0280943 0.000796667
-1.77 0.0314652 0.000752007
-1.75 0.035082 0.00106
-1.73 0.0398156 0.00104509
-1.71 0.0460348 0.000972257
-1.69 0.0499898 0.00124533
-1.67 0.0559324 0.00117596
-1.65 0.0615676 0.0014475
-1.63 0.0681148 0.00115433
-1.61 0.0757787 0.00129176
-1.59 0.0834119 0.00146423
-1.57 0.0923463 0.00183903
-1.55 0.0993033 0.00191389
-1.53 0.108596 0.00197225
-1.51 0.118166 0.00215755
-1.49 0.12707 0.00179165
-1.47 0.138535 0.00233298
-1.45 0.14626 0.00209207
-1.43 0.156301 0.0024408
-1.41 0.169682 0.00320313
-1.39 0.175932 0.00223405
-1.37 0.187203 0.00272084
-1.35 0.198412 0.0028833
-1.33 0.212244 0.00300779
-1.31 0.223811 0.00309845
-1.29 0.232367 0.00304762
-1.27 0.244283 0.00260636
-1.25 0.250338 0.00402567
-1.23 0.268176 0.00291899
-1.21 0.277039 0.00338427
-1.19 0.286885 0.00378813
-1.17 0.292029 0.00340894
-1.15 0.307295 0.00441113
-1.13 0.318227 0.00461497
-1.11 0.324221 0.00336564
-1.09 0.334477 0.00339447
-1.07 0.341609 0.00391097
-1.05 0.342664 0.00469523
-1.03 0.355727 0.00443603
-1.01 0.356311 0.00415275
-0.99 0.362756 0.00397282
-0.97 0.370584 0.00541718
-0.95 0.370625 0.00314395
-0.93 0.380789 0.00358029
-0.91 0.381004 0.00374129
-0.89 0.385861 0.00459016
-0.87 0.385369 0.00452691
-0.85 0.384918 0.00392236
-0.83 0.387705 0.00363067
-0.81 0.392408 0.00392322
-0.79 0.387213 0.00343522
-0.77 0.394324 0.00292732
-0.75 0.392756 0.00430516
-0.73 0.391537 0.0039516
-0.71 0.387439 0.00325791
-0.69 0.385666 0.00314539
-0.67 0.389109 0.00278592
-0.65 0.37834 0.00371592
-0.63 0.376158 0.00308554
-0.61 0.378617 0.00300986
-0.59 0.377377 0.00361503
