1	0.972844	0
2	0.988548	0.0157041
3	0.983071	0.0105928
4	0.980172	0.00803162
5	0.985911	0.00846397
6	0.987136	0.00701846
7	0.991911	0.00761499
8	0.99578	0.00764609
9	0.998077	0.00712374
10	0.997131	0.00644147
11	0.997426	0.00583398
12	0.994953	0.00587204
13	0.996133	0.00552901
14	0.997548	0.00531086
15	0.999928	0.00548694
16	0.999076	0.00520273
17	1.00041	0.00506655
18	1.00171	0.00495014
19	1.00065	0.00480191
20	1.00018	0.00457934
21	0.998929	0.00453192
22	0.999265	0.0043341
23	0.999044	0.00414725
24	0.999767	0.00403593
25	0.999475	0.00388219
26	1.00076	0.00394484
27	1.00014	0.00384552
28	1.00032	0.00371003
29	0.999978	0.0035965
30	1.00058	0.00352553
31	1.00061	0.00341007
32	1.00013	0.00333661
33	0.999871	0.00324409
34	0.999043	0.00325442
35	0.998662	0.003183
36	0.998374	0.00310665
37	0.998329	0.00302186
38	0.99887	0.00299052
39	0.998111	0.00301008
40	0.997768	0.0029538
41	0.998013	0.00289125
42	0.997781	0.00283114
43	0.997963	0.00277053
44	0.997595	0.00273179
45	0.997064	0.00272252
46	0.997175	0.00266496
47	0.997649	0.00265044
48	0.997637	0.00259466
49	0.997202	0.00257816
50	0.997226	0.00252619
51	0.99724	0.0024762
52	0.997415	0.00243442
53	0.997603	0.00239538
54	0.997732	0.00235416
55	0.997441	0.00232925
56	0.997361	0.00228868
57	0.997115	0.00226152
58	0.997173	0.00222295
59	0.997132	0.00218534
60	0.997208	0.00214995
61	0.997372	0.00212073
62	0.997207	0.00209276
63	0.997504	0.00208064
64	0.997923	0.00209021
65	0.998099	0.00206539
66	0.998058	0.00203427
67	0.998052	0.00200369
68	0.998049	0.00197401
69	0.998253	0.0019558
70	0.998372	0.00193134
71	0.998293	0.00190559
72	0.998262	0.00187919
73	0.998337	0.00185479
74	0.998254	0.00183147
75	0.997965	0.00182981
76	0.998223	0.00182397
77	0.998185	0.00180053
78	0.998208	0.00177745
79	0.998176	0.0017551
80	0.998131	0.0017336
81	0.998225	0.00171466
82	0.99818	0.00169424
83	0.998174	0.00167371
84	0.997778	0.00170034
85	0.99773	0.00168092
86	0.997475	0.00168068
87	0.997509	0.00166161
88	0.997529	0.00164273
89	0.997909	0.00166799
90	0.997822	0.00165165
91	0.997921	0.00163643
92	0.998076	0.00162594
93	0.998112	0.00160876
94	0.998059	0.00159245
95	0.998044	0.00157567
96	0.997906	0.00156529
97	0.998152	0.00156859
98	0.998068	0.00155482
99	0.998024	0.00153965
100	0.998039	0.00152424
