0 0.420424 0.0206505
1 0.401451 0.0215077
2 0.36982 0.0247593
3 0.373185 0.0214671
4 0.435698 0.0246719
5 0.398251 0.0251818
6 0.399814 0.0182438
7 0.422798 0.0267667
8 0.400611 0.0191506
9 0.406851 0.0236666
10 0.415962 0.0250438
11 0.420186 0.0171088
12 0.370659 0.0200966
13 0.430332 0.0211842
14 0.37141 0.0235574
15 0.349037 0.0223597
16 0.396409 0.0197787
17 0.386575 0.0268394
18 0.42044 0.0224064
19 0.424516 0.0178844
20 0.443118 0.0230482
21 0.403647 0.0171202
22 0.4122 0.025788
23 0.391874 0.0172347
24 0.411584 0.0204787
25 0.410499 0.0206672
26 0.441295 0.0207493
27 0.405924 0.0182891
28 0.402378 0.0226735
29 0.360562 0.0168214
