1;103.36;0
2;94.25;9.11
3;95.8;5.4833
4;93.83;4.34904
5;96.084;4.05327
6;102.93;7.60397
7;100.474;6.87974
8;100.358;5.95917
9;99.8644;5.27857
10;102.042;5.19927
11;101.24;4.77081
12;99.395;4.72982
13;98.2892;4.48912
14;97.7271;4.19396
15;97.816;3.90537
16;99.2788;3.93511
17;99.3165;3.69658
18;98.7189;3.53603
19;98.94;3.35205
20;100.042;3.36557
21;99.3838;3.26825
22;100.175;3.21492
23;101.202;3.23915
24;100.842;3.12208
25;100.729;2.99672
26;100.791;2.87982
27;100.478;2.78873
28;100.574;2.689
29;99.8448;2.69501
30;100.628;2.71887
31;100.25;2.65678
32;99.9569;2.58902
33;100.158;2.51735
34;99.99;2.44793
35;100.033;2.37736
36;99.63;2.34528
37;99.7751;2.28563
38;100.655;2.39244
39;100.552;2.33256
40;100.418;2.27749
41;100.475;2.22199
42;100.646;2.17521
43;100.954;2.14627
44;101.287;2.12318
45;101.553;2.09239
46;101.724;2.05353
47;102.017;2.03063
48;102.074;1.98869
49;102.172;1.95013
50;101.97;1.92141
51;102.56;1.97373
52;102.516;1.93589
53;102.575;1.89994
54;102.511;1.86555
55;102.136;1.86934
56;102.136;1.83565
57;101.902;1.81828
58;101.775;1.79113
59;101.607;1.76855
60;101.724;1.74279
61;102.035;1.74192
62;101.776;1.7331
63;101.524;1.72384
64;101.292;1.71256
65;101.179;1.68973
66;100.993;1.6743
67;101.089;1.65191
68;101.11;1.62757
69;101.286;1.61348
70;101.538;1.61
71;101.437;1.59034
72;101.285;1.57544
73;101.115;1.563
74;100.956;1.5499
75;100.616;1.56643
76;100.489;1.55093
77;100.321;1.53987
78;100.114;1.53399
79;100.321;1.52848
80;100.642;1.54306
81;100.51;1.52957
82;100.478;1.51114
83;100.289;1.50473
84;100.288;1.48671
85;100.077;1.48421
86;99.8314;1.48726
87;99.6938;1.47649
88;100;1.49148
89;99.811;1.48675
90;99.9084;1.47336
91;100.099;1.4695
92;100.277;1.46423
93;100.07;1.4631
94;100.042;1.44772
95;99.8225;1.44907
96;99.8208;1.4339
97;99.8249;1.41904
98;99.7782;1.40527
99;99.6782;1.39459
100;99.7638;1.38322
