1;3.14465;0
2;3.13483;0.00982704
3;3.1381;0.00655136
4;3.20392;0.0659773
5;3.12179;0.0967274
6;3.16078;0.0880756
7;3.18543;0.078413
8;3.14439;0.0793434
9;3.13377;0.0707762
10;3.17754;0.0769602
11;3.17636;0.0696231
12;3.21142;0.0725876
13;3.19332;0.0691792
14;3.19271;0.0640504
15;3.16926;0.0640744
16;3.16173;0.0604072
17;3.15292;0.0574217
18;3.15697;0.0542889
19;3.18151;0.0569135
20;3.18167;0.0539931
21;3.17991;0.051388
22;3.17741;0.04906
23;3.17685;0.0468818
24;3.17803;0.0449014
25;3.18696;0.0439846
26;3.17064;0.0453038
27;3.17424;0.0437424
28;3.17318;0.0421645
29;3.17948;0.0411685
30;3.16819;0.0413427
31;3.17005;0.04003
32;3.18421;0.0412647
33;3.18484;0.0399997
34;3.18484;0.0388054
35;3.17024;0.0404105
36;3.16687;0.0394166
37;3.17991;0.0404961
38;3.17409;0.039844
39;3.1765;0.0388835
40;3.16934;0.038569
41;3.16826;0.0376321
42;3.16454;0.036913
43;3.16185;0.0361448
44;3.16145;0.0353159
45;3.16335;0.0345742
46;3.17059;0.0345811
47;3.17089;0.0338387
48;3.16575;0.0335232
49;3.15945;0.0334306
50;3.15876;0.0327624
51;3.16262;0.0323449
52;3.16506;0.0318105
53;3.17132;0.031825
54;3.1658;0.0317131
55;3.16652;0.0311394
56;3.16249;0.0308419
57;3.16288;0.0302985
58;3.16257;0.0297732
59;3.16294;0.0292666
60;3.16365;0.0287833
61;3.15889;0.0287041
62;3.15964;0.0282472
63;3.16577;0.0284641
64;3.16095;0.0284278
65;3.1601;0.028
66;3.15813;0.0276425
67;3.15048;0.0282815
68;3.14593;0.0282319
69;3.14864;0.027952
70;3.1558;0.0284643
71;3.1647;0.0294389
72;3.15829;0.0297279
73;3.16038;0.0293926
74;3.16184;0.0290291
75;3.16325;0.0286744
76;3.16407;0.0283066
77;3.16542;0.0279691
78;3.16967;0.0279326
79;3.16838;0.0276071
80;3.16858;0.0272605
81;3.16804;0.0269273
82;3.16824;0.0265976
83;3.16317;0.0267603
84;3.15787;0.0269672
85;3.15234;0.0272149
86;3.15444;0.0269788
87;3.15503;0.0266733
88;3.15783;0.0265166
89;3.15255;0.0267428
90;3.15268;0.0264443
91;3.15195;0.0261622
92;3.15766;0.0264969
93;3.1559;0.0262694
94;3.15325;0.026123
95;3.15379;0.0258524
96;3.15613;0.0256884
97;3.15322;0.0255886
98;3.14833;0.0257943
99;3.14732;0.0255522
100;3.14579;0.0253418
