1	0	0	0	0	0	0	0	0	0	0	
2	1	1	1	1	1	1	1	1	1	1	
3	1.85644	1.08093	1.22023	1.50435	1.62027	1.22456	1.54529	1.31302	1.37901	1.28668	
4	1.58863	1.07685	2.21097	2.04591	2.50702	0.928941	1.00097	2.15876	1.81566	0.475919	
5	1.52925	1.36023	2.33708	2.81471	2.93863	1.26749	0.947578	2.84609	1.62223	0.602741	
6	1.12078	0.847625	2.09552	2.49916	3.85534	0.744301	1.04786	1.96189	1.51295	0.563755	
7	1.13261	0.490287	2.50969	2.47951	4.33615	1.22782	1.96782	2.79807	1.37349	1.34318	
8	1.46857	0.760438	3.13493	1.74561	3.66402	1.91706	2.11472	3.64292	1.98235	0.974463	
9	1.49358	0.934633	3.69703	0.812232	4.53889	1.77413	1.71983	3.7269	1.10986	0.963136	
10	1.70533	1.72273	4.21737	1.62299	4.56263	1.776	2.15843	4.17875	1.25368	0.312665	
11	2.10054	1.46251	4.961	1.62991	4.81125	1.39896	1.45455	4.89202	1.40837	0.80512	
12	2.58261	1.98379	4.4999	2.16322	4.34173	0.949729	1.43914	5.02677	2.10753	1.0871	
13	2.98841	2.38229	4.85699	3.06792	3.99487	0.980626	0.551424	5.64933	2.72207	0.786426	
14	2.38005	2.2985	4.70527	3.95399	4.87841	1.72525	1.42219	5.66486	2.26808	0.281335	
15	1.88641	2.0214	5.03147	3.89167	5.1445	2.62937	1.11983	6.61918	1.31103	0.765467	
16	2.74205	2.14533	5.85667	3.0366	5.85023	3.08198	1.24443	6.73919	1.8751	1.65559	
17	2.56136	2.49635	5.07985	3.89993	5.45727	3.5696	2.04943	6.15622	0.907046	1.17041	
18	3.43427	3.00359	5.40875	3.65238	4.59381	3.67148	2.93199	5.8961	1.4564	0.548215	
19	3.17969	3.37238	5.4516	4.38798	4.27041	3.25286	3.50354	5.97867	2.0501	1.52062	
20	2.23057	3.0793	6.02557	3.77968	4.23489	3.973	3.45397	5.85408	2.69543	2.28692	
21	1.42681	2.54129	5.32228	3.45499	4.85596	4.15203	3.05287	6.63007	1.94011	2.29429	
22	1.84445	2.56881	5.67879	2.98568	5.41961	4.41204	3.79916	6.30551	2.06408	1.84557	
23	0.893318	3.11361	6.08522	3.42286	4.73653	5.34699	2.93628	5.93108	2.70954	1.5504	
24	0.562233	3.04899	6.76346	4.26353	5.48343	5.44534	3.48929	5.67228	3.44174	0.990817	
25	1.30056	3.96435	6.32832	5.06431	6.42123	5.87698	2.81057	6.30241	3.05903	0.946632	
26	0.998529	3.70855	5.52144	4.62095	6.09116	5.70538	3.5485	6.60166	3.50077	1.90448	
27	1.77524	2.8005	6.20553	5.33079	5.77911	4.86669	2.94378	7.54569	4.11338	2.88487	
28	1.14217	3.49587	6.353	5.63572	5.88094	4.9101	3.1768	8.46404	4.30368	2.87049	
29	0.738997	3.97791	5.81738	4.76952	5.06536	5.50894	3.90142	8.45448	4.9052	3.12788	
30	1.68265	4.09502	6.70869	5.19751	5.64198	6.23514	4.62776	8.54704	4.09966	2.78086	
31	2.31278	4.34392	5.92311	4.35489	5.14003	5.63259	4.0719	8.02102	5.06849	2.13913	
32	3.17024	4.04957	5.46742	5.30944	6.00387	5.53146	4.31747	7.74308	5.49814	2.71377	
33	3.34255	4.3714	4.89743	5.39692	5.41286	5.84567	4.42078	7.67954	4.78904	1.88188	
34	3.71554	4.98119	5.62278	5.60009	5.18322	5.40865	3.74755	7.70807	4.32823	2.12045	
35	4.27544	5.59479	6.02721	5.17168	5.90129	6.35467	3.46953	8.4286	5.13241	2.9	
36	3.39258	6.1644	6.93543	5.13782	5.47127	5.66141	4.33773	8.85255	5.61622	3.32403	
37	3.56178	5.43042	6.07313	4.23359	5.10899	5.14691	4.38524	8.10069	6.07209	3.80993	
38	3.71026	4.83981	5.6317	5.003	5.07445	5.95473	3.52174	8.60989	5.93478	3.6355	
39	3.69044	5.053	5.73306	5.95114	5.871	5.91216	2.90039	7.88397	5.14616	3.37368	
40	4.49808	5.42561	6.21878	5.03411	6.81336	6.52341	2.14447	7.89708	5.40817	3.1157	
41	4.06949	5.56888	6.74701	4.89922	6.40767	7.22178	2.84789	7.05314	5.50509	3.91542	
42	4.10189	5.3833	7.03637	4.96486	5.50241	8.07261	2.54367	6.09285	6.42296	3.21571	
43	4.29217	5.46953	6.80808	5.27228	5.54583	9.0129	3.21662	6.3599	5.98072	4.13091	
44	3.53898	5.58437	6.86467	4.86188	5.06663	8.55936	4.00849	5.84132	6.76884	4.0537	
45	3.98183	6.00781	7.08323	4.31141	5.04361	8.76109	4.87113	6.80585	6.96311	4.27283	
46	4.58319	5.9617	7.60595	3.7946	5.37819	8.94392	4.43605	5.84188	6.15619	5.20063	
47	3.93713	6.4255	8.22062	4.17604	5.01256	8.715	4.14297	5.85718	5.74568	5.86889	
48	3.45779	5.77529	9.19658	4.31322	4.31073	9.04129	4.21162	5.74579	5.64522	5.78315	
49	4.26222	5.52073	9.91768	4.14115	4.01624	9.32804	3.4542	5.53421	4.88542	5.80336	
50	4.90212	5.62324	10.1535	5.06097	4.91323	10.3196	3.91642	5.2149	3.96689	6.43861	
51	4.1119	5.06601	9.60248	6.0521	5.52024	10.4712	4.16571	5.32659	4.77898	6.49407	
52	3.22817	4.27396	9.95089	6.52767	5.20888	11.3024	5.15733	5.57932	5.60209	5.98794	
53	2.66537	4.17188	10.1076	6.78987	5.61191	12.1649	4.24651	4.59215	5.02274	5.28595	
54	2.62151	4.69422	9.1669	7.02772	4.99909	11.9331	5.03997	3.93035	4.19631	4.78306	
55	2.51435	5.46063	9.52834	7.24391	4.55673	12.0614	4.15598	3.98906	4.07848	4.86847	
56	1.71699	5.1789	9.56077	7.26921	4.30089	11.3364	3.94743	4.41601	3.11026	5.05319	
57	1.27566	4.39461	9.77593	6.92045	3.43688	11.3058	3.88833	3.79098	3.57071	5.85006	
58	0.603403	5.27959	10.3256	6.45724	3.3783	11.8671	3.82654	4.00242	4.29753	6.61924	
59	0.687392	6.14428	10.3439	6.85595	4.26708	10.8977	4.58781	3.34943	4.5291	6.86299	
60	1.00087	6.3027	10.3791	7.13058	5.18719	10.5594	4.66347	4.12982	4.11257	6.80592	
