61	1.46517	5.92264	10.6619	7.85183	5.44496	10.4194	5.06124	3.62441	4.45236	7.43845	
62	1.20929	5.55971	11.1919	8.39336	5.4144	10.5883	5.68298	3.45816	4.06641	6.97146	
63	1.93223	4.95351	11.0268	8.08473	5.75439	11.3701	6.40847	3.32275	4.32183	6.12808	
64	2.74659	4.59144	11.4722	7.55524	6.3726	12.1373	7.11063	3.25174	5.30183	7.1219	
65	2.56126	3.62181	11.587	7.21601	6.01702	12.2256	6.4565	2.77429	4.66236	6.55948	
66	3.44802	4.37581	10.829	7.1067	6.52672	11.506	6.10071	3.76076	5.04059	6.80338	
67	4.18538	3.53608	11.0717	6.69241	5.91723	12.4201	5.84052	4.0923	4.50365	6.74434	
68	4.87605	3.90346	12.0443	5.87002	6.11546	12.3079	5.1878	4.67599	4.82219	7.27901	
69	4.21067	3.47757	12.5683	6.75812	5.54608	13.1537	6.06556	4.26331	5.48663	7.44064	
70	4.64888	3.55593	13.0027	7.12812	4.73392	13.6812	5.46708	4.35237	5.88636	6.89887	
71	3.75985	4.12313	13.9288	6.93638	3.76574	14.0121	5.51446	4.33754	5.14833	7.42647	
72	3.00059	4.81619	14.3172	7.22934	4.75315	14.0685	5.80574	4.452	5.63444	7.82062	
73	2.34363	4.19968	14.0252	8.0983	5.73101	13.2084	5.91519	5.31394	4.70198	7.47061	
74	2.80777	4.02892	13.5586	7.68207	6.46958	12.5866	5.91807	4.99397	5.54091	8.44014	
75	3.79284	3.74969	13.4012	6.94654	7.05034	12.618	5.54753	5.02753	5.76296	9.26983	
76	3.57259	4.7416	12.5121	6.44014	6.60047	12.7113	5.09946	4.76368	5.4936	9.63292	
77	4.14989	3.82131	13.3059	7.22545	7.26391	12.5538	4.10887	5.19001	6.00873	9.09357	
78	4.75141	3.84404	12.8341	7.23767	6.79349	11.6801	4.74539	4.93007	6.33241	10.0625	
79	5.45823	4.49909	13.0055	7.93809	7.18162	12.4392	3.99248	5.54756	6.26935	10.5102	
80	5.20731	4.40272	13.707	7.15122	7.75026	13.429	4.33796	5.44583	7.1672	11.0089	
81	5.4252	3.7912	13.2386	6.34046	7.01096	12.6738	3.51812	6.26558	6.56599	10.2193	
82	6.30255	3.51594	12.583	6.44131	6.67927	13.6106	2.86823	6.29596	7.4134	10.469	
83	5.50247	4.13386	13.2718	5.77325	7.61589	14.3589	3.74997	5.5147	6.41461	9.95631	
84	5.55629	4.47101	12.8305	5.50506	7.94892	14.8001	3.11196	5.78561	6.84468	10.7189	
85	6.22208	5.05577	11.9665	6.32462	8.33447	15.6167	2.80101	6.49409	7.33722	11.4929	
86	6.22289	4.71606	11.7523	6.66058	7.95277	15.4164	2.1165	6.55794	7.43076	10.8708	
87	5.60573	4.69011	11.239	6.40186	8.31222	16.0656	1.29636	7.52254	7.84935	10.4844	
88	5.57564	4.57507	11.3172	6.65632	8.5149	16.1255	1.11367	7.30189	8.78855	9.66407	
89	4.6531	5.34249	10.5875	6.22988	7.57945	15.5551	1.33325	6.58067	8.30388	10.4636	
90	3.76638	5.32415	10.5275	5.79496	6.92088	15.8459	1.61488	6.98128	8.17725	10.0738	
91	3.7855	5.67883	11.2346	5.21675	7.48516	16.3166	1.67936	7.35631	8.27547	11.0399	
92	3.83378	5.24503	12.107	5.52574	7.58493	17.263	0.71172	7.38022	7.61194	10.9452	
93	3.67853	5.70465	11.2522	5.48352	7.1386	17.0174	1.65087	7.22306	6.93299	11.2097	
94	3.21631	6.60398	10.7209	5.44014	8.05339	17.1419	1.49048	8.19123	6.05449	10.4111	
95	3.85404	6.30018	10.8373	4.48318	8.12396	17.0506	1.36124	7.46439	6.69437	9.72706	
96	3.88362	5.39727	10.4907	3.87932	8.98422	17.8127	1.19208	8.28039	7.28668	10.7074	
97	4.0598	4.93076	10.1046	3.76604	8.64804	17.8205	0.563894	8.97134	7.78956	9.77538	
98	5.03802	5.4533	10.2089	3.48649	9.58518	18.6757	1.16989	9.25647	7.23776	9.99607	
99	4.45124	5.62771	9.23173	2.70471	10.5152	17.8299	1.59699	9.88396	6.46328	10.0143	
100	5.00602	6.47922	8.40509	2.10256	10.0069	18.048	2.59408	10.253	6.8351	10.6622	
