1	16.3001	0
2	14.4909	1.80914
3	14.1383	1.10244
4	14.0557	0.7839
5	14.4152	0.705644
6	14.6948	0.640423
7	15.1529	0.709083
8	14.785	0.715854
9	14.5392	0.677479
10	14.7102	0.629609
11	14.9149	0.605173
12	14.9794	0.556203
13	15.0359	0.514744
14	15.0377	0.476564
15	14.9657	0.449459
16	14.9327	0.421728
17	14.9256	0.396208
18	14.9434	0.373975
19	14.8742	0.360464
20	14.7993	0.350065
21	14.7376	0.338647
22	14.6184	0.344188
23	14.8872	0.42475
24	14.9427	0.410436
25	14.9872	0.39619
26	14.8502	0.404567
27	14.8263	0.390031
28	14.784	0.378208
29	14.7398	0.3676
30	14.7885	0.358459
31	14.7778	0.346869
32	14.6972	0.34538
33	14.7339	0.336754
34	14.7032	0.328143
35	14.7368	0.320406
36	14.6775	0.316978
37	14.7325	0.313155
38	14.7019	0.306335
39	14.7033	0.29838
40	14.6957	0.290924
41	14.7145	0.28436
42	14.7905	0.287716
43	14.8688	0.291652
44	14.8276	0.28791
45	14.8897	0.288211
46	14.8813	0.281999
47	14.8747	0.276014
48	14.9101	0.272511
49	14.96	0.27152
50	14.9271	0.268064
51	14.8767	0.267541
52	14.8969	0.263121
53	14.8841	0.258425
54	14.8238	0.260673
55	14.8256	0.255896
56	14.8165	0.251448
57	14.8289	0.247309
58	14.8362	0.243117
59	14.8889	0.244691
60	14.9132	0.241808
61	14.9281	0.238277
62	14.9345	0.234489
63	14.984	0.235986
64	14.9693	0.232733
65	14.997	0.230785
66	15.0217	0.228599
67	15.0172	0.225204
68	14.9921	0.223288
69	14.9928	0.220029
70	15.0114	0.217657
71	14.9987	0.214942
72	14.9898	0.212121
73	14.9861	0.209228
74	15.018	0.208834
75	15.025	0.20615
76	15.0172	0.203569
77	15.0445	0.202752
78	15.0635	0.201037
79	15.1036	0.202481
80	15.0928	0.200223
81	15.1055	0.198139
82	15.1386	0.198489
83	15.1172	0.197249
84	15.08	0.198394
85	15.1249	0.201109
86	15.1031	0.199948
87	15.108	0.197698
88	15.1259	0.196253
89	15.1153	0.194321
90	15.1138	0.192155
91	15.1152	0.190037
92	15.1313	0.188649
93	15.1586	0.188591
94	15.1364	0.187891
95	15.1133	0.187327
96	15.1305	0.186159
97	15.1451	0.184811
98	15.1556	0.183217
99	15.1504	0.181433
100	15.1647	0.180179
