5.07993	0
5.03304	0.046894
5.06163	0.0393783
5.06435	0.0279767
5.02372	0.0460409
5.00928	0.0402708
4.98699	0.0406875
4.99256	0.0356742
4.98163	0.0333073
4.98599	0.0301086
4.98777	0.0272928
4.98985	0.0250012
4.99317	0.0232364
4.98812	0.0220992
4.97942	0.0223346
4.98258	0.0211298
4.98732	0.0204047
4.99369	0.0202668
4.99972	0.0200963
5.004	0.0195395
5.00408	0.0185859
5.00387	0.0177222
5.01085	0.0183177
5.01054	0.0175407
5.01012	0.0168294
5.00398	0.0172982
5.00269	0.0166946
5.00005	0.0163036
5.00211	0.0158661
5.00193	0.0153291
5.00718	0.0157276
5.00215	0.0160354
5.00748	0.0164304
5.01022	0.0161731
5.00718	0.0159951
5.0066	0.0155555
5.00444	0.0152814
5.00575	0.0149312
5.0065	0.0145628
5.00634	0.014195
5.00749	0.0138924
5.00303	0.014274
5.00528	0.014119
5.00636	0.0138366
5.00755	0.0135781
5.00599	0.0133716
5.00185	0.0137236
4.99943	0.01365
4.99759	0.0134953
4.99337	0.0138793
4.99207	0.0136657
4.98934	0.0136761
4.9879	0.013493
4.98383	0.0138516
4.9833	0.013608
4.9863	0.0136967
4.9853	0.0134916
4.98707	0.0133745
4.98645	0.0131604
4.98504	0.0130159
4.98668	0.0129057
4.98867	0.0128502
4.98861	0.0126447
4.98924	0.0124614
4.98787	0.0123448
4.98843	0.0121695
4.98659	0.012128
4.98549	0.0119984
4.98318	0.0120475
4.98285	0.0118786
4.98211	0.0117334
4.98411	0.0117409
4.98335	0.0116038
4.98275	0.0114619
4.9822	0.0113216
4.98207	0.0111723
4.98296	0.0110617
4.98224	0.0109425
4.98227	0.0108032
4.98095	0.0107482
4.9782	0.0109664
4.97726	0.0108724
4.97875	0.0108441
4.97949	0.0107397
4.98052	0.0106622
4.98179	0.0106134
4.98188	0.0104911
4.98324	0.010459
4.98456	0.0104246
4.98374	0.0103403
4.98405	0.0102308
4.98578	0.0102659
4.98708	0.0102372
4.98681	0.0101312
4.98599	0.0100576
4.98656	0.00996824
4.98679	0.00986779
4.98821	0.00986826
4.98856	0.00977455
4.98889	0.00968186
