1.50115	0
1.44728	0.0538676
1.46834	0.0375612
1.4821	0.0299104
1.48958	0.0243457
1.49151	0.0199716
1.48816	0.0172073
1.49201	0.0153911
1.50185	0.0167605
1.50519	0.0153594
1.50084	0.0145562
1.49863	0.0134715
1.4931	0.0135691
1.49382	0.0125831
1.49294	0.0117475
1.49302	0.010989
1.49105	0.0105088
1.49067	0.00991504
1.49004	0.0093995
1.49146	0.0090299
1.49539	0.00944304
1.49417	0.0090854
1.49348	0.00870909
1.49432	0.00838107
1.49159	0.00849172
1.48936	0.00845585
1.48874	0.00816024
1.48881	0.00786365
1.4889	0.00758819
1.48855	0.00733895
1.48784	0.00713393
1.48877	0.00697025
1.48843	0.0067646
1.48847	0.00656276
1.48867	0.00637561
1.48901	0.00620534
1.48985	0.00609331
1.49189	0.00627356
1.49251	0.00614107
1.49243	0.00598608
1.49304	0.00587041
1.49285	0.00573224
1.49175	0.00570297
1.49261	0.00563778
1.49315	0.00553704
1.49251	0.00545234
1.49309	0.00536561
1.49166	0.00544199
1.49076	0.00540648
1.49023	0.00532299
1.49181	0.00545141
1.4912	0.00538053
1.49026	0.00536123
1.4894	0.00533067
1.48891	0.00525552
1.4898	0.00523611
1.49044	0.00518294
1.4908	0.00510563
1.4906	0.00502212
1.49041	0.0049413
1.49162	0.00500757
1.49278	0.00506068
1.49288	0.00498073
1.49258	0.00491164
1.49165	0.00492378
1.49236	0.00490038
1.49148	0.00490651
1.49101	0.00485643
1.49142	0.00480311
1.49121	0.00473875
1.49099	0.00467673
1.49113	0.00461329
1.49089	0.00455564
1.49188	0.00459985
1.49163	0.00454465
1.49239	0.00454772
1.49234	0.00448852
1.4919	0.00445271
1.49175	0.00439839
1.49235	0.00438404
1.49251	0.00433242
1.49216	0.00429307
1.49261	0.00426442
1.49324	0.00426092
1.49356	0.00422224
1.49314	0.0041934
1.49206	0.00428446
1.49155	0.00426595
1.49259	0.00434445
1.49233	0.00430417
1.49242	0.00425765
1.49225	0.00421445
1.49189	0.00418419
1.49194	0.00413969
1.49156	0.0041139
1.49163	0.00407149
1.49155	0.00403001
1.4915	0.00398906
1.49127	0.00395525
1.49076	0.00394877
