4.88379	0
5.10673	0.222939
5.02229	0.153938
4.99428	0.112397
4.9583	0.094204
5.00828	0.09173
5.02338	0.0789837
5.01656	0.0687415
5.02523	0.0612416
5.01575	0.0555903
5.0244	0.0510206
5.00313	0.0512017
5.02752	0.0530393
5.01711	0.0501955
5.01431	0.0468133
5.01028	0.043975
5.0139	0.0414657
5.01395	0.0390943
5.00661	0.0377013
5.01249	0.0362463
5.01364	0.0344965
5.00172	0.0349865
5.00016	0.0334672
4.99563	0.0323601
5.00149	0.0315865
5.00082	0.0303546
5.00213	0.0292378
4.99903	0.0283445
5.00732	0.0285792
5.01385	0.0283728
5.0128	0.0274624
5.0129	0.0265906
5.01343	0.0257778
5.01098	0.0251278
5.01247	0.0244442
5.01254	0.0237556
5.00977	0.0232699
5.0099	0.0226496
5.00831	0.0221178
5.00452	0.0218896
4.99918	0.0220049
5.00318	0.0218423
5.00067	0.0214751
5.00188	0.0210164
4.99755	0.0209968
4.9989	0.0205797
5.00171	0.0203323
5.00364	0.0199981
5.00199	0.0196555
4.9998	0.0193822
4.99792	0.0190911
4.99686	0.0187503
4.996	0.0184134
4.99182	0.0185467
4.99651	0.0188019
4.99515	0.0185131
4.9964	0.018228
4.99526	0.0179471
4.99384	0.0176975
4.98979	0.017864
4.99177	0.0176798
4.99014	0.0174683
4.98991	0.0171903
4.98873	0.0169607
4.99002	0.0167472
4.98637	0.0168907
4.98611	0.0166388
4.98466	0.0164556
4.98445	0.0162168
4.98769	0.0163076
4.99202	0.0166498
4.99418	0.0165587
4.99263	0.0164037
4.99211	0.0161888
4.99262	0.0159796
4.99127	0.0158257
4.99217	0.0156444
4.99185	0.0154457
4.98869	0.015574
4.98733	0.0154382
4.9856	0.0153439
4.98568	0.0151559
4.98425	0.0150401
4.98185	0.015054
4.98329	0.0149457
4.98668	0.0151553
4.98753	0.0150039
4.98695	0.0148437
4.98724	0.0146787
4.98877	0.014596
4.99073	0.0145662
4.99012	0.0144198
4.9899	0.0142655
4.99024	0.0141171
4.99234	0.0141237
4.99458	0.014154
4.99671	0.0141691
4.99879	0.0141776
4.99763	0.014082
4.99832	0.0139573
